oblast_name,iso_year,iso_week,week_start,oblast_pcode,n_events,fatalities
Sumy Oblast,2023,46,2023-11-13,UA-59,85,1
Sumy Oblast,2023,47,2023-11-20,UA-59,89,1
Sumy Oblast,2023,48,2023-11-27,UA-59,71,3
Sumy Oblast,2023,49,2023-12-04,UA-59,80,0
Sumy Oblast,2023,50,2023-12-11,UA-59,95,4
Sumy Oblast,2023,51,2023-12-18,UA-59,76,0
Sumy Oblast,2023,52,2023-12-25,UA-59,82,0
Sumy Oblast,2024,1,2024-01-01,UA-59,77,2
Sumy Oblast,2024,2,2024-01-08,UA-59,141,0
Sumy Oblast,2024,3,2024-01-15,UA-59,70,0
Sumy Oblast,2024,4,2024-01-22,UA-59,92,2
Sumy Oblast,2024,5,2024-01-29,UA-59,109,4
Sumy Oblast,2024,6,2024-02-05,UA-59,128,7
Sumy Oblast,2024,7,2024-02-12,UA-59,82,2
Sumy Oblast,2024,8,2024-02-19,UA-59,96,10
Sumy Oblast,2024,9,2024-02-26,UA-59,158,5
Sumy Oblast,2024,10,2024-03-04,UA-59,221,1
Sumy Oblast,2024,11,2024-03-11,UA-59,275,15
Sumy Oblast,2024,12,2024-03-18,UA-59,206,11
Sumy Oblast,2024,13,2024-03-25,UA-59,202,0
Sumy Oblast,2024,14,2024-04-01,UA-59,156,1
Sumy Oblast,2024,15,2024-04-08,UA-59,178,6
Sumy Oblast,2024,16,2024-04-15,UA-59,129,0
Sumy Oblast,2024,17,2024-04-22,UA-59,161,2
Sumy Oblast,2024,18,2024-04-29,UA-59,209,0
Sumy Oblast,2024,19,2024-05-06,UA-59,209,5
Sumy Oblast,2024,20,2024-05-13,UA-59,229,5
Sumy Oblast,2024,21,2024-05-20,UA-59,204,0
Sumy Oblast,2024,22,2024-05-27,UA-59,153,3
Sumy Oblast,2024,23,2024-06-03,UA-59,163,1
Sumy Oblast,2024,24,2024-06-10,UA-59,130,1
Sumy Oblast,2024,25,2024-06-17,UA-59,150,0
Sumy Oblast,2024,26,2024-06-24,UA-59,160,0
Sumy Oblast,2024,27,2024-07-01,UA-59,169,15
Sumy Oblast,2024,28,2024-07-08,UA-59,170,11
Sumy Oblast,2024,29,2024-07-15,UA-59,158,3
Sumy Oblast,2024,30,2024-07-22,UA-59,172,6
Sumy Oblast,2024,31,2024-07-29,UA-59,138,7
Sumy Oblast,2024,32,2024-08-05,UA-59,255,21
Sumy Oblast,2024,33,2024-08-12,UA-59,306,24
Sumy Oblast,2024,34,2024-08-19,UA-59,358,27
Sumy Oblast,2024,35,2024-08-26,UA-59,322,14
Sumy Oblast,2024,36,2024-09-02,UA-59,307,16
Sumy Oblast,2024,37,2024-09-09,UA-59,305,37
Sumy Oblast,2024,38,2024-09-16,UA-59,309,37
Sumy Oblast,2024,39,2024-09-23,UA-59,354,47
Sumy Oblast,2024,40,2024-09-30,UA-59,313,33
Sumy Oblast,2024,41,2024-10-07,UA-59,278,36
Sumy Oblast,2024,42,2024-10-14,UA-59,244,32
Sumy Oblast,2024,43,2024-10-21,UA-59,269,43
Sumy Oblast,2024,44,2024-10-28,UA-59,248,51
Sumy Oblast,2024,45,2024-11-04,UA-59,245,58
Sumy Oblast,2024,46,2024-11-11,UA-59,226,43
Sumy Oblast,2024,47,2024-11-18,UA-59,184,30
Sumy Oblast,2024,48,2024-11-25,UA-59,171,42
Sumy Oblast,2024,49,2024-12-02,UA-59,133,30
Sumy Oblast,2024,50,2024-12-09,UA-59,147,32
Sumy Oblast,2024,51,2024-12-16,UA-59,151,20
Sumy Oblast,2024,52,2024-12-23,UA-59,140,22
Sumy Oblast,2025,1,2024-12-30,UA-59,178,10
Sumy Oblast,2025,2,2025-01-06,UA-59,188,10
Sumy Oblast,2025,3,2025-01-13,UA-59,215,12
Sumy Oblast,2025,4,2025-01-20,UA-59,230,10
Sumy Oblast,2025,5,2025-01-27,UA-59,210,24
Sumy Oblast,2025,6,2025-02-03,UA-59,243,31
Sumy Oblast,2025,7,2025-02-10,UA-59,215,25
Sumy Oblast,2025,8,2025-02-17,UA-59,282,10
Sumy Oblast,2025,9,2025-02-24,UA-59,248,13
Sumy Oblast,2025,10,2025-03-03,UA-59,233,11
Sumy Oblast,2025,11,2025-03-10,UA-59,242,3
Sumy Oblast,2025,12,2025-03-17,UA-59,307,68
Sumy Oblast,2025,13,2025-03-24,UA-59,326,59
Sumy Oblast,2025,14,2025-03-31,UA-59,284,79
Sumy Oblast,2025,15,2025-04-07,UA-59,292,91
Sumy Oblast,2025,16,2025-04-14,UA-59,297,58
Sumy Oblast,2025,17,2025-04-21,UA-59,333,63
Sumy Oblast,2025,18,2025-04-28,UA-59,290,53
Sumy Oblast,2025,19,2025-05-05,UA-59,310,66
Sumy Oblast,2025,20,2025-05-12,UA-59,328,58
Sumy Oblast,2025,21,2025-05-19,UA-59,342,65
Sumy Oblast,2025,22,2025-05-26,UA-59,366,49
Sumy Oblast,2025,23,2025-06-02,UA-59,373,69
Sumy Oblast,2025,24,2025-06-09,UA-59,300,50
Sumy Oblast,2025,25,2025-06-16,UA-59,307,47
Sumy Oblast,2025,26,2025-06-23,UA-59,285,22
Sumy Oblast,2025,27,2025-06-30,UA-59,270,26
Sumy Oblast,2025,28,2025-07-07,UA-59,97,3
Ternopil Oblast,2022,13,2022-03-28,UA-61,1,0
Ternopil Oblast,2022,14,2022-04-04,UA-61,1,0
Ternopil Oblast,2022,23,2022-06-06,UA-61,1,0
Ternopil Oblast,2022,24,2022-06-13,UA-61,1,0
Ternopil Oblast,2022,34,2022-08-22,UA-61,1,0
Ternopil Oblast,2022,41,2022-10-10,UA-61,2,0
Ternopil Oblast,2022,42,2022-10-17,UA-61,1,0
Ternopil Oblast,2022,46,2022-11-14,UA-61,1,0
Ternopil Oblast,2023,10,2023-03-06,UA-61,1,0
Ternopil Oblast,2023,14,2023-04-03,UA-61,1,0
Ternopil Oblast,2023,19,2023-05-08,UA-61,3,0
Ternopil Oblast,2023,30,2023-07-24,UA-61,1,0
Ternopil Oblast,2023,37,2023-09-11,UA-61,1,0
Ternopil Oblast,2023,45,2023-11-06,UA-61,1,0
Ternopil Oblast,2023,51,2023-12-18,UA-61,1,0
Ternopil Oblast,2024,4,2024-01-22,UA-61,1,0
Ternopil Oblast,2024,9,2024-02-26,UA-61,1,0
Ternopil Oblast,2024,11,2024-03-11,UA-61,1,0
Ternopil Oblast,2024,12,2024-03-18,UA-61,2,0
Ternopil Oblast,2024,15,2024-04-08,UA-61,1,0
Ternopil Oblast,2024,17,2024-04-22,UA-61,1,0
Ternopil Oblast,2024,20,2024-05-13,UA-61,1,0
Ternopil Oblast,2024,27,2024-07-01,UA-61,1,0
Ternopil Oblast,2024,31,2024-07-29,UA-61,1,0
Ternopil Oblast,2024,34,2024-08-19,UA-61,2,0
Ternopil Oblast,2024,35,2024-08-26,UA-61,1,0
Ternopil Oblast,2024,38,2024-09-16,UA-61,2,0
Ternopil Oblast,2024,40,2024-09-30,UA-61,1,0
Ternopil Oblast,2024,41,2024-10-07,UA-61,1,0
Ternopil Oblast,2024,42,2024-10-14,UA-61,2,0
Ternopil Oblast,2024,44,2024-10-28,UA-61,1,0
Ternopil Oblast,2024,46,2024-11-11,UA-61,2,0
Ternopil Oblast,2024,48,2024-11-25,UA-61,2,0
Ternopil Oblast,2024,49,2024-12-02,UA-61,2,1
Ternopil Oblast,2024,50,2024-12-09,UA-61,4,0
Ternopil Oblast,2024,51,2024-12-16,UA-61,1,0
Ternopil Oblast,2025,10,2025-03-03,UA-61,2,0
Ternopil Oblast,2025,11,2025-03-10,UA-61,2,0
Ternopil Oblast,2025,12,2025-03-17,UA-61,1,0
Ternopil Oblast,2025,13,2025-03-24,UA-61,1,0
Ternopil Oblast,2025,17,2025-04-21,UA-61,1,0
Ternopil Oblast,2025,20,2025-05-12,UA-61,3,0
Ternopil Oblast,2025,21,2025-05-19,UA-61,1,0
Ternopil Oblast,2025,23,2025-06-02,UA-61,2,0
Ternopil Oblast,2025,24,2025-06-09,UA-61,1,0
Ternopil Oblast,2025,25,2025-06-16,UA-61,1,0
Ternopil Oblast,2025,26,2025-06-23,UA-61,4,0
Vinnytsia Oblast,2022,8,2022-02-21,UA-05,5,2
Vinnytsia Oblast,2022,9,2022-02-28,UA-05,3,9
Vinnytsia Oblast,2022,11,2022-03-14,UA-05,3,0
Vinnytsia Oblast,2022,12,2022-03-21,UA-05,2,0
Vinnytsia Oblast,2022,13,2022-03-28,UA-05,1,0
Vinnytsia Oblast,2022,14,2022-04-04,UA-05,2,0
Vinnytsia Oblast,2022,17,2022-04-25,UA-05,2,5
Vinnytsia Oblast,2022,19,2022-05-09,UA-05,1,0
Vinnytsia Oblast,2022,20,2022-05-16,UA-05,1,0
Vinnytsia Oblast,2022,28,2022-07-11,UA-05,1,26
Vinnytsia Oblast,2022,31,2022-08-01,UA-05,2,0
Vinnytsia Oblast,2022,34,2022-08-22,UA-05,1,0
Vinnytsia Oblast,2022,39,2022-09-26,UA-05,1,0
Vinnytsia Oblast,2022,41,2022-10-10,UA-05,6,0
Vinnytsia Oblast,2022,42,2022-10-17,UA-05,3,0
Vinnytsia Oblast,2022,43,2022-10-24,UA-05,1,0
Vinnytsia Oblast,2022,44,2022-10-31,UA-05,3,1
Vinnytsia Oblast,2022,45,2022-11-07,UA-05,1,0
Vinnytsia Oblast,2022,46,2022-11-14,UA-05,1,0
Vinnytsia Oblast,2022,47,2022-11-21,UA-05,1,0
Vinnytsia Oblast,2022,49,2022-12-05,UA-05,1,0
Vinnytsia Oblast,2022,51,2022-12-19,UA-05,1,0
Vinnytsia Oblast,2023,2,2023-01-09,UA-05,1,0
Vinnytsia Oblast,2023,4,2023-01-23,UA-05,1,0
Vinnytsia Oblast,2023,6,2023-02-06,UA-05,1,0
Vinnytsia Oblast,2023,10,2023-03-06,UA-05,1,0
Vinnytsia Oblast,2023,16,2023-04-17,UA-05,1,0
Vinnytsia Oblast,2023,20,2023-05-15,UA-05,1,0
Vinnytsia Oblast,2023,25,2023-06-19,UA-05,1,0
Vinnytsia Oblast,2023,30,2023-07-24,UA-05,1,0
Vinnytsia Oblast,2023,31,2023-07-31,UA-05,1,0
Vinnytsia Oblast,2023,35,2023-08-28,UA-05,1,0
Vinnytsia Oblast,2023,37,2023-09-11,UA-05,1,0
Vinnytsia Oblast,2023,39,2023-09-25,UA-05,2,0
Vinnytsia Oblast,2023,43,2023-10-23,UA-05,2,0
Vinnytsia Oblast,2023,44,2023-10-30,UA-05,2,0
Vinnytsia Oblast,2023,46,2023-11-13,UA-05,1,0
Vinnytsia Oblast,2023,47,2023-11-20,UA-05,2,0
Vinnytsia Oblast,2023,49,2023-12-04,UA-05,2,0
Vinnytsia Oblast,2023,50,2023-12-11,UA-05,2,0
Vinnytsia Oblast,2023,51,2023-12-18,UA-05,4,0
Vinnytsia Oblast,2023,52,2023-12-25,UA-05,1,0
Vinnytsia Oblast,2024,1,2024-01-01,UA-05,3,0
Vinnytsia Oblast,2024,2,2024-01-08,UA-05,1,0
Vinnytsia Oblast,2024,6,2024-02-05,UA-05,4,1
Vinnytsia Oblast,2024,7,2024-02-12,UA-05,1,0
Vinnytsia Oblast,2024,9,2024-02-26,UA-05,1,0
Vinnytsia Oblast,2024,10,2024-03-04,UA-05,2,0
Vinnytsia Oblast,2024,11,2024-03-11,UA-05,4,4
Vinnytsia Oblast,2024,12,2024-03-18,UA-05,4,0
Vinnytsia Oblast,2024,13,2024-03-25,UA-05,1,0
Vinnytsia Oblast,2024,17,2024-04-22,UA-05,1,0
Vinnytsia Oblast,2024,19,2024-05-06,UA-05,1,0
Vinnytsia Oblast,2024,20,2024-05-13,UA-05,4,0
Vinnytsia Oblast,2024,21,2024-05-20,UA-05,2,0
Vinnytsia Oblast,2024,22,2024-05-27,UA-05,3,0
Vinnytsia Oblast,2024,23,2024-06-03,UA-05,1,0
Vinnytsia Oblast,2024,24,2024-06-10,UA-05,1,0
Vinnytsia Oblast,2024,25,2024-06-17,UA-05,1,0
Vinnytsia Oblast,2024,26,2024-06-24,UA-05,1,0
Vinnytsia Oblast,2024,27,2024-07-01,UA-05,1,0
Vinnytsia Oblast,2024,28,2024-07-08,UA-05,2,0
Vinnytsia Oblast,2024,29,2024-07-15,UA-05,3,0
Vinnytsia Oblast,2024,31,2024-07-29,UA-05,3,0
Vinnytsia Oblast,2024,32,2024-08-05,UA-05,3,0
Vinnytsia Oblast,2024,33,2024-08-12,UA-05,1,0
Vinnytsia Oblast,2024,34,2024-08-19,UA-05,2,0
Vinnytsia Oblast,2024,35,2024-08-26,UA-05,3,0
Vinnytsia Oblast,2024,36,2024-09-02,UA-05,3,0
Vinnytsia Oblast,2024,37,2024-09-09,UA-05,2,0
Vinnytsia Oblast,2024,38,2024-09-16,UA-05,3,0
Vinnytsia Oblast,2024,39,2024-09-23,UA-05,2,0
Vinnytsia Oblast,2024,40,2024-09-30,UA-05,3,0
Vinnytsia Oblast,2024,41,2024-10-07,UA-05,2,0
Vinnytsia Oblast,2024,42,2024-10-14,UA-05,2,0
Vinnytsia Oblast,2024,43,2024-10-21,UA-05,3,0
Vinnytsia Oblast,2024,44,2024-10-28,UA-05,2,0
Vinnytsia Oblast,2024,45,2024-11-04,UA-05,2,0
Vinnytsia Oblast,2024,46,2024-11-11,UA-05,2,0
Vinnytsia Oblast,2024,47,2024-11-18,UA-05,1,0
Vinnytsia Oblast,2024,48,2024-11-25,UA-05,2,0
Vinnytsia Oblast,2024,49,2024-12-02,UA-05,5,0
Vinnytsia Oblast,2024,50,2024-12-09,UA-05,2,0
Vinnytsia Oblast,2025,1,2024-12-30,UA-05,2,3
Vinnytsia Oblast,2025,2,2025-01-06,UA-05,2,0
Vinnytsia Oblast,2025,3,2025-01-13,UA-05,1,0
Vinnytsia Oblast,2025,4,2025-01-20,UA-05,2,0
Vinnytsia Oblast,2025,5,2025-01-27,UA-05,1,0
Vinnytsia Oblast,2025,6,2025-02-03,UA-05,3,0
Vinnytsia Oblast,2025,8,2025-02-17,UA-05,2,0
Vinnytsia Oblast,2025,9,2025-02-24,UA-05,3,0
Vinnytsia Oblast,2025,11,2025-03-10,UA-05,5,0
Vinnytsia Oblast,2025,12,2025-03-17,UA-05,2,0
Vinnytsia Oblast,2025,14,2025-03-31,UA-05,1,0
Vinnytsia Oblast,2025,16,2025-04-14,UA-05,1,0
Vinnytsia Oblast,2025,20,2025-05-12,UA-05,1,0
Vinnytsia Oblast,2025,23,2025-06-02,UA-05,1,0
Vinnytsia Oblast,2025,28,2025-07-07,UA-05,1,0
Volyn Oblast,2022,8,2022-02-21,UA-07,2,0
Volyn Oblast,2022,10,2022-03-07,UA-07,2,4
Volyn Oblast,2022,12,2022-03-21,UA-07,3,0
Volyn Oblast,2022,13,2022-03-28,UA-07,1,0
Volyn Oblast,2022,14,2022-04-04,UA-07,1,0
Volyn Oblast,2022,30,2022-07-25,UA-07,1,1
Volyn Oblast,2022,32,2022-08-08,UA-07,1,0
Volyn Oblast,2022,42,2022-10-17,UA-07,2,0
Volyn Oblast,2022,46,2022-11-14,UA-07,1,0
Volyn Oblast,2023,8,2023-02-20,UA-07,1,1
Volyn Oblast,2023,27,2023-07-03,UA-07,1,0
Volyn Oblast,2023,31,2023-07-31,UA-07,1,0
Volyn Oblast,2023,33,2023-08-14,UA-07,1,2
Volyn Oblast,2023,40,2023-10-02,UA-07,1,0
Volyn Oblast,2023,47,2023-11-20,UA-07,2,0
Volyn Oblast,2023,49,2023-12-04,UA-07,1,0
Volyn Oblast,2023,50,2023-12-11,UA-07,1,0
Volyn Oblast,2023,52,2023-12-25,UA-07,1,0
Volyn Oblast,2024,4,2024-01-22,UA-07,1,0
Volyn Oblast,2024,5,2024-01-29,UA-07,1,0
Volyn Oblast,2024,7,2024-02-12,UA-07,1,0
Volyn Oblast,2024,10,2024-03-04,UA-07,1,0
Volyn Oblast,2024,11,2024-03-11,UA-07,1,3
Volyn Oblast,2024,12,2024-03-18,UA-07,3,0
Volyn Oblast,2024,20,2024-05-13,UA-07,1,0
Volyn Oblast,2024,21,2024-05-20,UA-07,1,0
Volyn Oblast,2024,24,2024-06-10,UA-07,1,0
Volyn Oblast,2024,25,2024-06-17,UA-07,1,0
Volyn Oblast,2024,26,2024-06-24,UA-07,1,0
Volyn Oblast,2024,28,2024-07-08,UA-07,1,0
Volyn Oblast,2024,29,2024-07-15,UA-07,1,0
Volyn Oblast,2024,35,2024-08-26,UA-07,2,1
Volyn Oblast,2024,36,2024-09-02,UA-07,1,0
Volyn Oblast,2024,42,2024-10-14,UA-07,1,0
Volyn Oblast,2024,45,2024-11-04,UA-07,1,0
Volyn Oblast,2024,46,2024-11-11,UA-07,2,0
Volyn Oblast,2024,48,2024-11-25,UA-07,1,0
Volyn Oblast,2024,52,2024-12-23,UA-07,1,0
Volyn Oblast,2025,1,2024-12-30,UA-07,1,0
Volyn Oblast,2025,3,2025-01-13,UA-07,1,0
Volyn Oblast,2025,6,2025-02-03,UA-07,2,0
Volyn Oblast,2025,7,2025-02-10,UA-07,1,0
Volyn Oblast,2025,8,2025-02-17,UA-07,2,0
Volyn Oblast,2025,10,2025-03-03,UA-07,1,0
Volyn Oblast,2025,11,2025-03-10,UA-07,2,0
Volyn Oblast,2025,13,2025-03-24,UA-07,1,0
Volyn Oblast,2025,14,2025-03-31,UA-07,1,0
Volyn Oblast,2025,20,2025-05-12,UA-07,1,0
Volyn Oblast,2025,21,2025-05-19,UA-07,1,0
Volyn Oblast,2025,23,2025-06-02,UA-07,1,2
Volyn Oblast,2025,25,2025-06-16,UA-07,1,0
Volyn Oblast,2025,26,2025-06-23,UA-07,1,0
Zakarpattia Oblast,2022,12,2022-03-21,UA-21,1,0
Zakarpattia Oblast,2022,18,2022-05-02,UA-21,1,0
Zakarpattia Oblast,2022,31,2022-08-01,UA-21,1,0
Zakarpattia Oblast,2022,34,2022-08-22,UA-21,1,0
Zakarpattia Oblast,2023,50,2023-12-11,UA-21,1,2
Zakarpattia Oblast,2024,4,2024-01-22,UA-21,1,0
Zakarpattia Oblast,2024,13,2024-03-25,UA-21,2,0
Zakarpattia Oblast,2024,20,2024-05-13,UA-21,1,0
Zakarpattia Oblast,2024,42,2024-10-14,UA-21,1,0
Zakarpattia Oblast,2024,43,2024-10-21,UA-21,1,0
Zakarpattia Oblast,2024,46,2024-11-11,UA-21,2,0
Zakarpattia Oblast,2024,50,2024-12-09,UA-21,3,0
Zakarpattia Oblast,2025,3,2025-01-13,UA-21,1,0
Zakarpattia Oblast,2025,5,2025-01-27,UA-21,2,0
Zakarpattia Oblast,2025,11,2025-03-10,UA-21,2,0
Zakarpattia Oblast,2025,13,2025-03-24,UA-21,2,0
Zakarpattia Oblast,2025,19,2025-05-05,UA-21,1,0
Zaporizhia Oblast,2022,8,2022-02-21,UA-23,17,17
Zaporizhia Oblast,2022,9,2022-02-28,UA-23,71,20
Zaporizhia Oblast,2022,10,2022-03-07,UA-23,40,6
Zaporizhia Oblast,2022,11,2022-03-14,UA-23,44,96
Zaporizhia Oblast,2022,12,2022-03-21,UA-23,33,70
Zaporizhia Oblast,2022,13,2022-03-28,UA-23,47,112
Zaporizhia Oblast,2022,14,2022-04-04,UA-23,56,54
Zaporizhia Oblast,2022,15,2022-04-11,UA-23,57,93
Zaporizhia Oblast,2022,16,2022-04-18,UA-23,41,36
Zaporizhia Oblast,2022,17,2022-04-25,UA-23,65,17
Zaporizhia Oblast,2022,18,2022-05-02,UA-23,41,42
Zaporizhia Oblast,2022,19,2022-05-09,UA-23,42,6
Zaporizhia Oblast,2022,20,2022-05-16,UA-23,40,14
Zaporizhia Oblast,2022,21,2022-05-23,UA-23,48,49
Zaporizhia Oblast,2022,22,2022-05-30,UA-23,32,36
Zaporizhia Oblast,2022,23,2022-06-06,UA-23,49,20
Zaporizhia Oblast,2022,24,2022-06-13,UA-23,25,13
Zaporizhia Oblast,2022,25,2022-06-20,UA-23,38,0
Zaporizhia Oblast,2022,26,2022-06-27,UA-23,52,7
Zaporizhia Oblast,2022,27,2022-07-04,UA-23,29,1
Zaporizhia Oblast,2022,28,2022-07-11,UA-23,74,42
Zaporizhia Oblast,2022,29,2022-07-18,UA-23,93,20
Zaporizhia Oblast,2022,30,2022-07-25,UA-23,62,3
Zaporizhia Oblast,2022,31,2022-08-01,UA-23,104,0
Zaporizhia Oblast,2022,32,2022-08-08,UA-23,92,112
Zaporizhia Oblast,2022,33,2022-08-15,UA-23,116,23
Zaporizhia Oblast,2022,34,2022-08-22,UA-23,123,172
Zaporizhia Oblast,2022,35,2022-08-29,UA-23,156,26
Zaporizhia Oblast,2022,36,2022-09-05,UA-23,108,27
Zaporizhia Oblast,2022,37,2022-09-12,UA-23,161,37
Zaporizhia Oblast,2022,38,2022-09-19,UA-23,133,72
Zaporizhia Oblast,2022,39,2022-09-26,UA-23,98,202
Zaporizhia Oblast,2022,40,2022-10-03,UA-23,95,138
Zaporizhia Oblast,2022,41,2022-10-10,UA-23,130,178
Zaporizhia Oblast,2022,42,2022-10-17,UA-23,94,88
Zaporizhia Oblast,2022,43,2022-10-24,UA-23,109,6
Zaporizhia Oblast,2022,44,2022-10-31,UA-23,136,151
Zaporizhia Oblast,2022,45,2022-11-07,UA-23,140,163
Zaporizhia Oblast,2022,46,2022-11-14,UA-23,136,102
Zaporizhia Oblast,2022,47,2022-11-21,UA-23,135,581
Zaporizhia Oblast,2022,48,2022-11-28,UA-23,119,133
Zaporizhia Oblast,2022,49,2022-12-05,UA-23,130,205
Zaporizhia Oblast,2022,50,2022-12-12,UA-23,95,17
Zaporizhia Oblast,2022,51,2022-12-19,UA-23,116,81
Zaporizhia Oblast,2022,52,2022-12-26,UA-23,136,190
Zaporizhia Oblast,2023,1,2023-01-02,UA-23,149,52
Zaporizhia Oblast,2023,2,2023-01-09,UA-23,149,10
Zaporizhia Oblast,2023,3,2023-01-16,UA-23,149,55
Zaporizhia Oblast,2023,4,2023-01-23,UA-23,158,34
Zaporizhia Oblast,2023,5,2023-01-30,UA-23,117,22
Zaporizhia Oblast,2023,6,2023-02-06,UA-23,138,2
Zaporizhia Oblast,2023,7,2023-02-13,UA-23,120,12
Zaporizhia Oblast,2023,8,2023-02-20,UA-23,113,10
Zaporizhia Oblast,2023,9,2023-02-27,UA-23,108,131
Zaporizhia Oblast,2023,10,2023-03-06,UA-23,132,27
Zaporizhia Oblast,2023,11,2023-03-13,UA-23,133,35
Zaporizhia Oblast,2023,12,2023-03-20,UA-23,137,34
Zaporizhia Oblast,2023,13,2023-03-27,UA-23,115,11
Zaporizhia Oblast,2023,14,2023-04-03,UA-23,127,32
Zaporizhia Oblast,2023,15,2023-04-10,UA-23,125,24
Zaporizhia Oblast,2023,16,2023-04-17,UA-23,120,51
Zaporizhia Oblast,2023,17,2023-04-24,UA-23,136,23
Zaporizhia Oblast,2023,18,2023-05-01,UA-23,131,38
Zaporizhia Oblast,2023,19,2023-05-08,UA-23,149,28
Zaporizhia Oblast,2023,20,2023-05-15,UA-23,132,66
Zaporizhia Oblast,2023,21,2023-05-22,UA-23,136,53
Zaporizhia Oblast,2023,22,2023-05-29,UA-23,142,41
Zaporizhia Oblast,2023,23,2023-06-05,UA-23,221,442
Zaporizhia Oblast,2023,24,2023-06-12,UA-23,172,182
Zaporizhia Oblast,2023,25,2023-06-19,UA-23,193,398
Zaporizhia Oblast,2023,26,2023-06-26,UA-23,161,108
Zaporizhia Oblast,2023,27,2023-07-03,UA-23,165,105
Zaporizhia Oblast,2023,28,2023-07-10,UA-23,155,410
Zaporizhia Oblast,2023,29,2023-07-17,UA-23,206,78
Zaporizhia Oblast,2023,30,2023-07-24,UA-23,184,66
Zaporizhia Oblast,2023,31,2023-07-31,UA-23,195,61
Zaporizhia Oblast,2023,32,2023-08-07,UA-23,200,84
Zaporizhia Oblast,2023,33,2023-08-14,UA-23,224,213
Zaporizhia Oblast,2023,34,2023-08-21,UA-23,232,190
Zaporizhia Oblast,2023,35,2023-08-28,UA-23,220,127
Zaporizhia Oblast,2023,36,2023-09-04,UA-23,225,72
Zaporizhia Oblast,2023,37,2023-09-11,UA-23,208,99
Zaporizhia Oblast,2023,38,2023-09-18,UA-23,189,135
Zaporizhia Oblast,2023,39,2023-09-25,UA-23,172,86
Zaporizhia Oblast,2023,40,2023-10-02,UA-23,171,86
Zaporizhia Oblast,2023,41,2023-10-09,UA-23,197,56
Zaporizhia Oblast,2023,42,2023-10-16,UA-23,191,396
Zaporizhia Oblast,2023,43,2023-10-23,UA-23,172,66
Zaporizhia Oblast,2023,44,2023-10-30,UA-23,159,92
Zaporizhia Oblast,2023,45,2023-11-06,UA-23,160,64
Zaporizhia Oblast,2023,46,2023-11-13,UA-23,173,661
Zaporizhia Oblast,2023,47,2023-11-20,UA-23,140,85
Zaporizhia Oblast,2023,48,2023-11-27,UA-23,158,77
Zaporizhia Oblast,2023,49,2023-12-04,UA-23,155,66
Zaporizhia Oblast,2023,50,2023-12-11,UA-23,149,64
Zaporizhia Oblast,2023,51,2023-12-18,UA-23,146,70
Zaporizhia Oblast,2023,52,2023-12-25,UA-23,147,84
Zaporizhia Oblast,2024,1,2024-01-01,UA-23,129,77
Zaporizhia Oblast,2024,2,2024-01-08,UA-23,137,70
Zaporizhia Oblast,2024,3,2024-01-15,UA-23,128,69
Zaporizhia Oblast,2024,4,2024-01-22,UA-23,139,80
Zaporizhia Oblast,2024,5,2024-01-29,UA-23,164,74
Zaporizhia Oblast,2024,6,2024-02-05,UA-23,160,52
Zaporizhia Oblast,2024,7,2024-02-12,UA-23,149,45
Zaporizhia Oblast,2024,8,2024-02-19,UA-23,138,88
Zaporizhia Oblast,2024,9,2024-02-26,UA-23,119,68
Zaporizhia Oblast,2024,10,2024-03-04,UA-23,120,56
Zaporizhia Oblast,2024,11,2024-03-11,UA-23,92,43
Zaporizhia Oblast,2024,12,2024-03-18,UA-23,117,49
Zaporizhia Oblast,2024,13,2024-03-25,UA-23,105,47
Zaporizhia Oblast,2024,14,2024-04-01,UA-23,105,49
Zaporizhia Oblast,2024,15,2024-04-08,UA-23,99,53
Zaporizhia Oblast,2024,16,2024-04-15,UA-23,82,34
Zaporizhia Oblast,2024,17,2024-04-22,UA-23,73,45
Zaporizhia Oblast,2024,18,2024-04-29,UA-23,65,28
Zaporizhia Oblast,2024,19,2024-05-06,UA-23,67,36
Zaporizhia Oblast,2024,20,2024-05-13,UA-23,40,30
Zaporizhia Oblast,2024,21,2024-05-20,UA-23,49,36
Zaporizhia Oblast,2024,22,2024-05-27,UA-23,56,13
Zaporizhia Oblast,2024,23,2024-06-03,UA-23,64,26
Zaporizhia Oblast,2024,24,2024-06-10,UA-23,72,89
Zaporizhia Oblast,2024,25,2024-06-17,UA-23,73,41
Zaporizhia Oblast,2024,26,2024-06-24,UA-23,52,36
Zaporizhia Oblast,2024,27,2024-07-01,UA-23,68,47
Zaporizhia Oblast,2024,28,2024-07-08,UA-23,69,34
Zaporizhia Oblast,2024,29,2024-07-15,UA-23,77,44
Zaporizhia Oblast,2024,30,2024-07-22,UA-23,71,33
Zaporizhia Oblast,2024,31,2024-07-29,UA-23,90,41
Zaporizhia Oblast,2024,32,2024-08-05,UA-23,83,54
Zaporizhia Oblast,2024,33,2024-08-12,UA-23,65,51
Zaporizhia Oblast,2024,34,2024-08-19,UA-23,81,40
Zaporizhia Oblast,2024,35,2024-08-26,UA-23,63,35
Zaporizhia Oblast,2024,36,2024-09-02,UA-23,70,30
Zaporizhia Oblast,2024,37,2024-09-09,UA-23,75,45
Zaporizhia Oblast,2024,38,2024-09-16,UA-23,90,45
Zaporizhia Oblast,2024,39,2024-09-23,UA-23,80,33
Zaporizhia Oblast,2024,40,2024-09-30,UA-23,99,42
